date,qoe_tk_per_kwh,c7_binding,consumer,substation,slot,action,value,private_tk_per_kwh,system_tk_per_kwh,discomfort_tk_per_kwh,margin,pi_i_t,kappa,lambda_h,y_max_h,at_cap,lambda_star,energy_kwh,clock,pi_off
2026-06-30,5.817487822846409,True,DHNC0001,Dhanmondi,46,curtail,0.336160097220683,7.326570027036004,8.956695693989442,10.465777898179038,-3.552713678800501e-15,8.39,1.067544182835452,0.48811259340679575,0.336160097220683,True,0.29875524403131165,9.934993504849015,23:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,3,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,23.265405343014837,01:30,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,8,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,30.13770911411935,04:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,10,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,22.97866511408494,05:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,11,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,7.0971890104529844,05:30,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,15,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,24.277889248447597,07:30,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,16,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,7.0971890104529844,08:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,18,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,25.095336563745505,09:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,20,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,25.547534182810114,10:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,22,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,25.90809866955885,11:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,25,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,26.25254936197079,12:30,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,30,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,26.25254936197079,15:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,33,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,25.90809866955885,16:30,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,34,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,7.0971890104529844,17:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,37,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,25.09519688340282,18:30,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,38,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,24.859171237226878,19:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,40,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,7.0971890104529844,20:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,42,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,24.126792865386136,21:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,43,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,23.986674045920022,21:30,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,44,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,23.860432028994293,22:00,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,45,curtail,0.402381344927213,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,False,0.15691966341722668,23.333237739450624,22:30,
2026-06-30,1.3528198887876774,True,DHNC0003,Dhanmondi,46,curtail,0.4095113664584127,2.062760535570871,8.956695693989442,9.666636340772634,0.0,8.39,1.067544182835452,0.24267771006716132,0.4095113664584127,True,0.15691966341722668,23.644217298003458,23:00,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,0,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,23.560730287745884,00:00,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,1,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,23.485491677404656,00:30,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,2,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,23.41770439546524,01:00,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,15,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,8.550021053563883,07:30,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,16,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,33.212465237267295,08:00,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,20,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,25.647707706055094,10:00,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,21,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,25.841001605504342,10:30,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,22,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,10.331675272357403,11:00,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,24,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,34.817995346401716,12:00,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,32,curtail,0.28278806928720407,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,False,0.26797496891709977,23.465974448694965,16:00,
2026-06-30,0.44931755881320967,True,DHNC0005,Dhanmondi,33,curtail,0.4396689300965624,2.7048231748456604,8.956695693989442,11.212201310021893,0.0,8.39,1.067544182835452,0.31821449115831296,0.4396689300965624,True,0.26797496891709977,34.55970704289054,16:30,
