substation,model,train_r2,val_r2,val_rmse,val_mae,test_r2,test_rmse,test_mae,val_mape,test_mape,val_r2_lead1,val_r2_lead7,val_r2_lead15,test_r2_lead1,test_r2_lead7,test_r2_lead15,sigma_1_mw,sigma_15_mw,horizon,weight_mode,epochs_run,train_seconds
Narinda,BiGRU+BiLSTM,0.5339640047207135,0.28516934765811724,11.636280418874385,9.373045126749671,0.2784330655766388,11.953875733792323,9.583339045498757,17.85794505858523,17.11371770418925,0.4766759149189752,0.26256553394788473,0.2238957729562152,0.49517646309041785,0.25815666845031815,0.16557457312302126,9.944442261951577,11.97447802580936,15,uniform,65,107.3
Narinda,CNN+BiLSTM+BiGRU,0.5207846554133267,0.28037404065502813,11.674430791670629,9.363744382533886,0.2006994185512858,12.573701837506977,10.166784687825672,17.861061483948404,18.20429509651373,0.45899838853655717,0.2592520463951551,0.2027057402373622,0.4429215007117011,0.18332750136173814,0.06239307329730959,10.11049659804936,12.231776096993206,15,uniform,79,129.9
Narinda,CNN+BiGRU+BiLSTM,0.5368597290590248,0.27532673437892835,11.717884513041984,9.424165936809166,0.22905512474609063,12.358724052919575,9.920760090921874,18.10747390603676,17.87578588358232,0.45202464925765296,0.2512949908964135,0.22808545451860485,0.4335095003549707,0.22067186339779854,0.10721190221203292,10.169296568363775,12.004657124524925,15,uniform,69,114.7
Savar,BiLSTM,0.5597112334669642,0.35270023721193794,24.162035684171155,18.777480768987143,0.17889425810768309,28.034230680612357,20.336532335428615,11.88692607433814,13.6585592058174,0.5279305431721386,0.31304982736723497,0.3195837787210162,0.36793725081406736,0.186424918336211,0.08124322135203332,21.358790217729684,24.111661016148084,15,uniform,75,124.5
Savar,BiGRU,0.5179849384992191,0.3406569491711285,24.369556588266676,18.72563508142573,0.23516141028148219,26.986747547358227,19.273857521154103,11.971511122644204,13.004296321172546,0.5739288634767743,0.2790640659024519,0.2955670575317543,0.5816722198210488,0.20525658118983425,0.1565520818745183,20.27758992121908,24.650675529884218,15,uniform,69,109.8
Savar,BiLSTM+BiGRU,0.5746081545340012,0.34936625244879027,24.215732326429066,18.576662116966038,0.1999249285868188,27.65893451980524,18.738570879427588,11.883288164993909,13.036261141496793,0.527584588281536,0.3207273722682078,0.3199008264658151,0.4135069800134721,0.19069308562611298,0.09622326172228879,21.376034889844906,24.192048137425818,15,uniform,80,131.4
Savar,BiGRU+BiLSTM,0.5099329616267532,0.32772217810766985,24.62904891248117,18.711426103447398,0.1978163224603024,27.68745832697901,19.62574216941295,12.057249490459911,13.368657837711938,0.5362157723231165,0.2834470181767199,0.30410079669704626,0.4735440885152923,0.1718421257284749,0.11509681230399338,21.17880957489053,24.535209023665445,15,uniform,50,82.3
Savar,CNN+BiLSTM+BiGRU,0.47396158829779106,0.28999170636058225,25.347842133982343,19.72161431300344,0.1352248073928189,28.789165557713506,21.074851940574426,12.693708286272546,14.211953200746462,0.4120091424495671,0.24852175270633903,0.29339491679443686,0.2703006533840092,0.15340068721253486,0.05853657028854353,23.807452411612495,24.712956146429107,15,uniform,55,89.3
Savar,CNN+BiGRU+BiLSTM,0.4956594142592351,0.31491039053598274,24.87317694468381,19.414558449054386,0.163177516336581,28.30807616741796,20.99025827459179,12.366039655109823,13.972784581202038,0.4788533153983875,0.274606118497403,0.28784063316024944,0.34407038268758805,0.18013173721165876,0.0671820010478833,22.448344429446234,24.654912204174522,15,uniform,54,88.4
Shyampur,BiLSTM,0.5086690584037303,0.051164859473905436,23.72220181200167,16.476876991698756,0.19047456500205198,29.04439725319633,20.179112224471094,14.634131333227014,20.09207599609149,0.3834976564028537,-0.029060238009798844,0.010928870806401147,0.5421142360405568,0.16178025858059564,-0.032632498418750266,19.28846158207013,24.19906775961899,15,uniform,122,200.4
Shyampur,BiGRU,0.2406672336713872,0.15744800036207177,22.323741318816662,15.151149898323895,0.13980238367018927,29.97164132178896,21.359165570348363,13.724057440950244,21.152349262947165,0.5096672270138497,0.08755285174791416,0.07666850179717344,0.540824221070147,0.08151844355418403,-0.004428799666680749,16.928044122156322,23.40110550308181,15,uniform,111,178.1
Shyampur,BiLSTM+BiGRU,0.35689230409972883,0.04819018574687258,23.723056484763784,16.219177726407015,0.1690035922024092,29.416356975326607,20.453312583146204,14.420141450324742,20.342276083016532,0.4434737809377305,-0.06895409943978525,0.016436980124803546,0.558299502579497,0.14691917665956444,-0.03151581980863161,17.930543547640617,24.130792232991034,15,uniform,79,130.0
Shyampur,BiGRU+BiLSTM,0.21000532533713615,0.06976524854931454,23.464763100583887,16.175118011226786,0.1623121614574074,29.614932557547537,21.368570144025984,14.41541270470992,20.836937525750614,0.43766665231589796,-0.008129065184388828,-0.006946316060331581,0.47929187786048033,0.12836555854978005,-0.0003612972873161535,17.95215754533741,24.427338115624952,15,uniform,80,132.0
Shyampur,CNN+BiLSTM+BiGRU,0.4146771088838022,0.06708829976526115,23.478848630372866,16.473364566210396,0.1709258005147944,29.387182176173482,21.207977406340934,14.315569119976091,20.297038294702237,0.44851017718873454,-0.017102890612138877,0.003548231466571461,0.5527175307252798,0.13703012549359406,-0.040376732406092186,17.798212751528926,24.24473806093652,15,uniform,112,175.9
Shyampur,CNN+BiGRU+BiLSTM,0.28138211882898434,0.07218403187883075,23.485894814699545,16.59521238413934,0.15017503468640833,29.82202735492756,21.398327966550816,14.573357321412455,21.029692589349228,0.30622146901340974,0.026075301206900936,0.027439019212776028,0.46868448949015196,0.1278718560014367,-0.046821882424019634,20.148219944882882,23.9794473696142,15,uniform,64,104.1
Ullon,BiLSTM,0.44803671504224796,0.4690604113806444,8.38522745407104,6.589625604464814,0.21434521918606872,8.430827842047787,6.6036392069697,13.982863899999302,14.017432560963128,0.5254243148382112,0.4544377818768752,0.4584896927820481,0.36222874606816446,0.20410981489992253,0.12856719015632023,8.096508123286512,8.351293277200341,15,uniform,75,125.8
Ullon,BiGRU,0.47053394943803684,0.521069695098947,7.957046738350731,6.212776092438478,0.2733995352428312,8.10179999743601,6.293091805874364,12.7786133268281,13.268604911899272,0.6191273925146588,0.5074412346189183,0.4939411567443235,0.4697287579371334,0.24593517252318897,0.19176803447956914,7.245038956780272,7.969886863120062,15,uniform,118,191.4
Ullon,BiLSTM+BiGRU,0.48034232397486754,0.39808999949913454,8.928433290447195,6.507521895924584,0.24294918886281885,8.273467577349944,6.2869842113891865,13.099279775523009,13.220918631631054,0.45773088484290825,0.3896331834260075,0.3859821951092538,0.3853618560351172,0.24737048362910796,0.1445421323027033,8.647577968221714,8.803647809990286,15,uniform,108,173.4
Ullon,BiGRU+BiLSTM,0.47358942892947664,0.5247314480796686,7.929322607943302,6.041207604928677,0.2613567809995461,8.171383223763117,6.347565244649004,12.20644517693527,13.36353805664137,0.603559942383214,0.5119482424726599,0.4990604495400579,0.4318314037689952,0.24563895832697624,0.16989503947155926,7.384816408211083,7.882688197801512,15,uniform,118,192.9
Ullon,CNN+BiLSTM+BiGRU,0.46015195306689416,0.43085248214596106,8.681910108477625,6.582380317405542,0.16448210625311405,8.698583605861966,6.818779560150403,13.76983086917335,14.4281851506018,0.48715992512172956,0.414385850465255,0.4269020798828961,0.2667038273984893,0.16308972138675437,0.09960633444884215,8.418787380401042,8.579022814269345,15,uniform,87,140.1
Ullon,CNN+BiGRU+BiLSTM,0.4560357639714994,0.4197436392060337,8.767544340435524,6.743386891628193,0.16278100820714028,8.702394391142743,6.758019398944745,13.987804672117969,14.258080904073374,0.4593149987466051,0.39816408324160735,0.44250986820238425,0.2979441616106343,0.17842559944007375,0.0552148704487061,8.644070994892568,8.466013322167605,15,uniform,82,134.2
Uttara,BiLSTM,0.6844389873521498,0.530258959589828,12.004250217479944,9.067633974129272,0.3478882389921884,12.557657611345634,9.759217158454438,13.864009726708364,12.984307405229552,0.6467127193265468,0.5228622848003286,0.48423801633608476,0.5521278140019443,0.3437345275655499,0.25515487931602554,10.510503970439894,12.35829104530194,15,uniform,65,110.0
Uttara,BiGRU,0.6992135262370366,0.5350417120973353,11.935437971486326,9.070892053807748,0.3750964806904051,12.282274657698315,9.51415745735723,14.002517631050958,12.772129511447721,0.6682122154886041,0.5295698797646393,0.47225891755056404,0.6008947152739099,0.3614944541809437,0.2838116606563402,10.230988102278939,12.539869352953335,15,uniform,85,135.2
Uttara,BiLSTM+BiGRU,0.7015189904750125,0.5232594348492302,12.088096294113187,9.200117654860458,0.3723229326143844,12.312203990406179,9.533592182049436,14.140038715732459,12.80215390537701,0.6558592289651552,0.51680276087675,0.4743176337496223,0.5907712440099168,0.36933456631378003,0.2742915733826061,10.422609292767278,12.49355868059856,15,uniform,80,129.7
Uttara,BiGRU+BiLSTM,0.6932961958997086,0.5114683113792032,12.236656370753192,9.412106470857275,0.37316790650285653,12.309282705924764,9.532690495853183,14.622922162872403,12.812362144169237,0.641886277157848,0.504149618910197,0.44847430620311624,0.5794537739665561,0.3567310481701148,0.2872665486948204,10.632466381874753,12.820200090819448,15,uniform,76,127.2
Uttara,CNN+BiLSTM+BiGRU,0.6751727878974667,0.5073595984744194,12.302624893858221,9.290689497384323,0.2944924548995281,13.084895708518648,10.166593912419897,14.377406094348002,13.53297655664281,0.5917365288884826,0.5174980056400513,0.48340841070545393,0.4127557708971451,0.29957921256152775,0.24207145820371279,11.34682620456612,12.393730659005458,15,uniform,51,83.1
Uttara,CNN+BiGRU+BiLSTM,0.6826312846633876,0.5148719133219261,12.210013625008825,9.108876461349537,0.3090951829940251,12.943953428456192,9.9579943419634,13.683597634272681,13.202581821736477,0.5916332185290207,0.507943608821092,0.4809534871570216,0.44581751008497705,0.31289706307711374,0.2274385367154027,11.303662836853274,12.365228327676881,15,uniform,68,112.3
Uttara New,BiLSTM,0.719320058980853,0.17944512001977722,11.316500025318824,8.186525507279756,0.5885939344761483,10.293272258031974,7.535491183960588,19.59182158503902,20.027618723654182,0.37186888129249396,0.14338229592487184,0.15489456223212816,0.7466816122486664,0.6107365863283947,0.4355531587404442,10.013794844562504,11.305652983774225,15,uniform,52,88.0
Uttara New,BiGRU,0.6845998165011818,0.18293553341441784,11.284154467787257,8.334386116305762,0.6046845681799807,10.096803433040437,7.443122067290281,19.77569305580617,20.116117032257947,0.40805048557296275,0.15506671606205968,0.09296590412046923,0.7607194273844072,0.6112364204252645,0.46537994836659957,9.662923031825759,11.553804713534937,15,uniform,40,66.9
Uttara New,BiLSTM+BiGRU,0.7166111346274969,0.13961789494370178,11.579485669470708,8.43803214496566,0.5802845988399367,10.401769963587503,7.51067056248023,20.044641565557907,20.08978423589174,0.3773058151894799,0.1189689963625088,0.030941923561957574,0.7471511757118002,0.5933115639475255,0.4429151486169203,9.981446475292142,12.059135846863786,15,uniform,42,68.0
Uttara New,BiGRU+BiLSTM,0.721064381685118,0.1530631958297017,11.490880196531524,8.279481286778482,0.6033164609920548,10.112992573789741,7.210902228728406,19.99689998622774,19.49464103263669,0.4005194731039854,0.1241017871767407,0.07156450636299183,0.7619211383614205,0.6144133846425227,0.459631272158171,9.803456923628648,11.95401297191396,15,uniform,52,86.5
Uttara New,CNN+BiLSTM+BiGRU,0.7232370930553725,0.13973589750135174,11.593169431262115,8.291369483650973,0.5706962599393375,10.533808192881,7.62797144361637,20.10793307940477,20.986578628208857,0.300074150109118,0.1447306755754384,0.0691509214945506,0.709287727230544,0.5932107404348921,0.42402692601456016,10.600270801530073,11.995490762468448,15,uniform,49,81.2
Uttara New,CNN+BiGRU+BiLSTM,0.6954817340226201,0.16109250743504366,11.448321827179269,8.28611082238512,0.5953129725394775,10.233498982114645,7.365502776276766,20.016355388702234,20.20171132745791,0.3135145841208734,0.14312332343772927,0.10880194546092048,0.7261736522384901,0.6134152294873892,0.47263181185640435,10.49189547663723,11.736588768588367,15,uniform,47,76.3
